,0
0824758,6.9
0095497,7.5
0104691,7.6
0386140,6.0
1490017,7.7
3741632,6.7
0036104,6.7
0362270,7.2
0036112,8.0
0289992,7.5
7984734,7.4
0165854,6.9
1189340,7.3
0110357,8.5
0063227,7.8
0097757,7.6
3464902,7.1
0116908,6.8
1482459,6.4
0077869,6.2
0167260,9.0
0480255,6.2
0093437,7.2
1212428,6.6
0144286,6.4
0037884,7.9
0016039,7.0
0119567,6.6
3908142,6.2
0110400,5.9
0033870,7.9
6225520,7.0
0049470,7.4
0243133,7.5
1638355,7.2
0368008,6.6
3659388,8.0
0110475,7.0
0120746,6.8
1560747,7.1
0133093,8.7
0234215,7.2
0242653,6.7
1790864,6.8
0472399,6.5
4501454,6.3
4779682,5.7
1234548,6.2
0151137,6.4
5536736,6.9
1122770,8.0
0805570,6.0
0056241,8.1
0117057,6.6
0884328,7.1
0265349,6.4
0120616,7.1
0209163,6.4
0859163,5.2
1204342,7.1
0102510,6.9
0402399,6.7
1458175,7.3
3799694,7.4
0048424,8.0
0107688,7.9
0810988,6.2
5814060,5.4
0120773,6.5
2837574,6.7
0067525,6.4
0075005,7.5
0460890,6.4
0467200,6.7
1386588,6.7
0069049,6.7
0230600,7.6
0395699,5.6
0352696,3.5
0071970,7.1
0120783,6.7
0335345,7.3
2404461,7.7
0187393,7.2
4364194,7.6
0107798,6.6
1659337,7.9
0293508,7.2
0253474,8.5
1817273,7.3
0105151,7.5
0086122,6.2
0069113,7.1
6294822,7.2
0119925,6.1
0105159,7.1
3829266,5.3
0482571,8.5
0066249,7.0
0063462,7.5
0107889,6.5
0114194,6.4
1041829,6.8
0330793,6.4
2184339,5.8
0454921,8.0
0436697,7.3
0144814,4.8
0976051,7.6
0120004,5.8
6217608,7.4
0298130,7.1
0066302,6.9
0117500,7.4
0265662,6.9
1265990,4.8
2345737,6.4
0265666,7.6
0963794,5.9
0292644,6.6
1097649,6.6
0120053,6.2
0235737,7.0
0108037,7.8
1629412,6.8
0775529,7.1
0114345,5.3
0049730,7.8
2709768,6.5
0359950,7.3
1866249,7.2
0036341,6.7
5580390,7.3
0081505,8.4
0120824,6.7
0133952,6.4
0102926,8.6
4971344,6.9
0167404,8.2
0472181,5.4
1285016,7.8
1657517,6.5
0963966,6.1
0059742,8.1
0051003,7.1
6663582,6.1
0367089,7.3
0070735,8.2
0086370,4.9
0038991,7.3
0482606,6.1
0081568,6.9
1181917,6.4
6423362,5.9
0418206,3.9
0120255,7.4
7030432,6.3
0889573,6.1
0072251,7.6
0134119,7.4
0817228,5.1
0362227,7.4
0088247,8.1
0072271,7.4
2980516,7.7
0058648,6.7
0084787,8.2
0108327,6.4
0044121,7.0
2234521,7.7
0041959,8.1
0139809,7.0
0108333,6.4
0054387,7.5
0452694,7.1
1243957,6.0
0840361,7.5
0084809,5.8
0092106,7.2
0040897,8.2
0478304,6.8
0120382,8.2
1325004,5.1
1259571,4.8
8404614,7.6
1142988,6.4
0114814,8.5
0831374,7.0
0084855,7.7
0368447,6.6
0046534,7.0
0080120,7.5
0204626,5.3
0118125,7.1
8544498,6.7
1727388,7.4
0372532,6.1
0120888,6.9
0896872,7.1
3750872,7.2
0065214,7.9
0094332,6.6
0993846,8.2
0780653,5.9
0361127,7.1
0143145,6.4
1213663,6.9
1125849,7.9
0120902,7.0
7083566,7.7
0086617,7.1
0962736,7.2
2333804,6.0
0103074,7.6
1541935,7.9
0469494,8.2
0129387,7.1
0283632,4.8
0083190,7.4
0245674,5.6
0146309,7.3
0108330,7.3
1758830,6.2
1245492,6.6
0800369,7.0
3501632,7.9
5027774,8.1
0073802,7.4
0805337,6.8
0120188,7.1
0094137,6.1
0032029,7.8
0105585,6.8
0196158,3.5
0857295,5.2
0081633,6.9
0300556,5.6
0117918,6.4
0094155,6.6
1340800,7.0
0120338,7.9
0048728,7.4
0056592,8.3
0100791,7.1
0415322,7.3
0112302,5.5
1365519,6.3
0120347,6.5
4048272,7.3
0084805,7.4
0100802,7.5
6791238,4.5
0471042,6.2
0114709,8.3
0120363,7.9
0435761,8.3
0181865,7.5
0139654,7.8
0117951,8.1
3152624,6.2
2209764,6.2
0418279,7.1
0100814,7.2
1488606,6.5
0023622,7.9
0332452,7.3
0098524,6.7
0139668,6.6
0108399,7.9
3203606,7.4
3859076,6.8
5610554,6.9
0086491,6.5
0105665,7.3
0369179,7.1
0417217,6.2
0120399,6.7
0217869,7.3
1809398,7.2
0086510,7.0
1275861,4.8
5691670,6.5
1441395,6.3
0250797,6.7
0105695,8.2
1401152,6.8
0914863,7.0
0880578,6.2
1049413,8.3
1843323,6.5
0118055,6.1
1193138,7.4
6499752,7.5
2084989,6.5
0146336,5.6
6857112,6.8
0434409,8.1
0112209,7.2
0452702,6.2
0242998,4.9
0817230,5.8
0985699,7.1
5197820,6.3
0259711,6.9
0443274,6.6
1759761,8.4
0432373,4.5
7043012,5.7
0120879,6.9
0052357,8.2
0124198,6.3
0497465,7.1
1976009,6.0
5816682,6.8
5960374,5.9
0910970,8.4
2258858,7.5
0351977,6.2
0094291,7.3
1027718,6.2
0493464,6.7
1568911,7.2
3450958,7.4
0407304,6.6
0086567,7.1
0423510,7.4
5113250,4.8
1291584,8.1
0409459,7.6
1067583,6.9
0114898,6.3
8652728,7.5
1059741,6.1
1389137,7.0
1242460,7.4
0498399,6.8
0396269,7.0
9072146,7.6
0475784,8.4
0103241,7.0
0161081,6.6
0023686,7.0
6662736,6.7
0098635,7.7
0080130,6.4
0386117,6.7
0887971,4.8
1791682,6.3
0114924,6.8
2582802,8.5
0047673,7.6
2334879,6.3
0118158,6.6
0365929,5.5
0096438,7.7
7211154,7.1
0287138,4.5
0486946,5.9
0120890,6.6
0448179,4.5
0120891,4.9
0100935,7.2
0310357,6.1
0096446,7.2
1606392,7.1
0486051,5.8
5362988,7.7
1399683,7.1
0090329,7.3
0051201,8.4
0057688,5.9
2404425,7.3
0185014,7.2
0451279,7.3
5208216,6.2
0120901,6.1
0120903,7.3
0458525,6.5
0103584,8.4
0290334,7.4
8042500,6.0
1068680,6.8
0038263,6.6
0203230,7.5
0062512,6.8
5742374,6.7
0128853,6.7
1625346,6.3
