imdb_id,character_name_search,gender
5660414,Simon Strong ,Male
120053,Simon Templar,Male
51337,Sinbad,Male
46949,Sinuhe,Male
975645,Sir Alfred Hitchcock,Male
116136,Sir Bowen ,Male
51201,Sir Wilfrid Robarts,Male
280707,Sir William McCordle,Male
88683,Sister Agnes Devereaux ,Female
1454029,Skeeter Phelan,Female
364800,Skjervald ,Unknown
278435,Slim Hiller ,Female
116225,Snake Plissken,Male
82340,Snake Plissken,Male
1735898,Snow White,Female
970452,Solomon Kane,Male
2024544,Solomon Northup,Male
1412386,Sonny (Dev Patel),Male
67328,Sonny Crawford ,Male
79100,Sonny Steele,Male
72890,Sonny Wortzik,Male
892318,Sophie,Female
54331,Spartacus,Male
83111,Spencer ,Unknown
6212478,Spencer Reinhard,Male
4882376,Sreymoch Sareum ,Female
3385524,Stan Laurel and Oliver Hardy ,Male
158983,Stan Marsh,Male
117500,Stanley Goodspeed,Male
110475,Stanley Ipkiss,Male
244244,Stanley Jobson,Male
439815,Starla Grant ,Female
88172,Starman,Unknown
3387520,Stella Nicholls ,Female
7040874,Stephanie Smothers ,Female
2980516,Stephen Hawking,Male
1124035,Stephen Meyers,Male
2542334,Steve ,Male
120770,Steve Butabi,Male
2091473,Steve Butler,Male
118615,Steve Cale,Male
134619,Steve Clark,Male
139668,Steve Everett,Male
84516,Steve Freeling,Male
2080374,Steve Jobs,Male
362270,Steve Zissou,Male
97737,Steven Beck,Male
116629,Steven Hiller ,Male
115798,Steven Kovacs,Male
5715874,Steven Murphy ,Male
1045772,Steven Russell,Male
5613484,Stevie,Male
166276,Stu Miley,Male
183649,Stu Shepard,Male
243585,Stuart Little,Male
2975590,Batman and Superman,Male
81573,Superman,Male
94074,Superman,Male
78346,Superman,Male
86393,Superman / Clark Kent,Male
4550098,Susan Morrow,Female
119675,Susan Tyler,Female
1034415,Susie Bannion,Female
100395,Suzanne Vale ,Female
119256,Sydney,Male
112209,Sydney Bloom,Unknown
1825683,T'Challa,Male
74281,T.C. ,Male
56172,T.E. Lawrence,Male
1403177,T.J. Napier,Unknown
118055,Tally Atwater,Female
1486190,Tamara Drewe ,Female
1405500,Tangie Adrose ,Female
34266,Tarzan,Male
102178,Taylor Brooks ,Male
115610,Ted,Male
113101,Ted,Male
1482459,Ted,Male
79417,Ted Kramer,Male
83530,Ted Striker ,Male
80339,Ted Striker,Male
129387,Ted Stroehmann ,Male
113540,Telly,Male
119485,Tenzin Gyatso ,Male
1920945,Terri Hooley ,Male
111931,Terry Jones,Unknown
47296,Terry Malloy,Male
711844,Terry McCaleb ,Male
1240982,Thadeous,Male
2180411,The Baker,Male
77474,The Driver,Male
114898,The Mariner,Unknown
137523,The Narrator,Male
293508,The Phantom,Male
6723592,The Protagonist ,Male
98724,"The film ""Sex, Lies, and Videotape"" features four main characters: Ann Bishop Mullany, John Mullany, Cynthia Patrice Bishop, and Graham Dalton. Due to the film's ensemble cast and the interwoven nature of their stories, it does not have a single clear protagonist. ([criterion.com](https://www.criterion.com/current/posts/962-sex-lies-and-videotape?utm_source=openai)) ",Unknown
463854,"The protagonist of ""28 Weeks Later"" is Don Harris, portrayed by Robert Carlyle. ([en.wikipedia.org](https://en.wikipedia.org/wiki/28_Weeks_Later?utm_source=openai)) ",Male
87957,"The protagonist of ""Purple Rain"" is The Kid, portrayed by Prince. ([en.wikipedia.org](https://en.wikipedia.org/wiki/Purple_Rain_%28film%29?utm_source=openai)) ",Male
119925,"The protagonist of ""The Postman"" (1997) is an unnamed drifter who adopts the role of a postman in a post-apocalyptic America. ([en.wikipedia.org](https://en.wikipedia.org/wiki/The_Postman_%28film%29?utm_source=openai)) ",Male
54387,"The protagonist of ""The Time Machine"" is the Time Traveller. ([gradesaver.com](https://www.gradesaver.com/the-time-machine/study-guide/character-list/?utm_source=openai)) ",Male
780504,"The protagonist of the 2011 film ""Drive"" is known as ""The Driver,"" portrayed by Ryan Gosling. ([en.wikipedia.org](https://en.wikipedia.org/wiki/Drive_%282011_film%29?utm_source=openai)) ",Male
1441395,"The protagonist of the 2013 film ""Under the Skin"" is portrayed by Scarlett Johansson. ([en.wikipedia.org](https://en.wikipedia.org/wiki/Under_the_Skin_%282013_film%29?utm_source=openai)) ",Female
103074,Thelma Dickinson and Louise Sawyer,Female
206634,Theo Faron,Male
1798709,Theodore Twombly,Male
2402927,Therese Belivet,Female
1790864,Thomas,Male
443274,Thomas Barnes ,Male
114194,Thomas Dagget ,Male
104114,Thomas Jefferson Johnson ,Male
324127,Thomas Mackelway ,Male
460890,Thomas Webb ,Male
3501632,Thor,Male
800369,Thor,Male
2194499,Tim Lake,Male
1477837,Tim Lippe,Unknown
163579,Tim Mason ,Male
115639,Timothy Hutton ,Male
983193,Tintin,Male
108330,"Toby ""Jack"" Wolff ",Male
2582782,Toby Howard ,Male
1059741,Todd ,Male
118636,Todd Bowden,Male
2076822,Todd Hewitt,Male
120696,Tom,Male
119314,Tom Booker,Male
415322,Tom Brown ,Male
986263,Tom Greer,Male
1022603,Tom Hansen,Male
1490785,Tom Hiddleston ,Male
421073,Tom Ludlow,Male
118972,Tom O'Meara,Male
134119,Tom Ripley,Male
109635,Tom Sanders ,Male
112302,Tom Sawyer,Male
399146,Tom Stall,Male
822849,Tom Stark ,Male
97503,Tom Sykes ,Male
134273,Tom Welles,Male
164181,Tom Witzky,Male
5013056,Tommy ,Male
1291584,Tommy Conlon,Male
91080,Tommy Jarvis,Male
113820,Tommy Oliver,Male
7211154,"Tony ""TJ"" Caruso Jr. ",Male
6966692,"Tony ""Tony Lip"" Vallelonga",Male
1024648,Tony Mendez,Male
86250,Tony Montana,Male
1054606,Tony Shepard ,Male
4154796,Tony Stark ,Male
371746,Tony Stark,Male
5580036,Tonya Harding ,Female
3760922,Toula Portokalos-Miller,Female
2872462,Tracy Fishko ,Female
303732,Tracy Hathaway ,Female
1514045,Travis ,Male
75314,Travis Bickle,Male
87884,Travis Henderson,Male
101507,Tre Styles,Male
5308322,Tree Gelbman,Female
118531,Trevor Garfield,Male
274546,Trevor Gooden ,Male
1840309,Tris Prior,Female
147612,Trish Maplewood ,Female
2671706,Troy Maxson,Male
120382,Truman Burbank,Male
420609,Truman Capote ,Male
93260,Tuck Pendleton,Male
1220628,Tucker Max ,Male
208092,Turkish ,Male
1403981,Tyler Hawkins ,Unknown
8652728,Tyler Williams ,Male
829193,"Tyrone ""Pine Top"" Purvis ",Male
434409,V,Unknown
824758,Valentin Bulgakov,Male
100814,"Valentine ""Val"" McKee",Male
977855,Valerie Plame ,Female
5197820,Vanessa Helsing ,Female
1441953,Vera Brittain ,Female
97481,"Vernest ""Quick"" Brown ",Male
97493,Veronica Sawyer ,Female
250081,Vi ,Female
241303,Vianne Rocher,Female
497465,Vicky,Female
240507,Victor ,Male
1142977,Victor Frankenstein,Male
962736,Victoria,Female
362227,Viktor Navorski,Male
258153,Viktor Taransky ,Male
7280898,Viljar Hanssen ,Male
1174730,Vince Rizzo,Male
104952,Vincent 'Vinny' Gambini ,Male
120004,Vincent D'Agosta ,Male
119177,Vincent Freeman ,Male
2170593,Vincent MacKenna,Male
110912,Vincent Vega and Jules Winnfield,Male
1667307,Violet ,Female
1844624,Violet Harmon,Female
132512,Virgil,Male
96754,"Virgil ""Bud"" Brigman ",Male
61811,Virgil Tibbs,Male
274558,Virginia Woolf,Female
910970,WALL-E,Male
1677720,Wade Watts,Male
118564,Wade Whitehouse,Male
1431045,Wade Wilson,Male
2258858,Wadjda,Female
88930,Wadsworth,Male
889573,Wally Mars ,Male
367089,Walt Berkman,Male
327137,Walter,Male
1204342,Walter,Male
361127,Walter,Male
1321860,Walter Black,Male
359950,Walter Mitty,Male
36775,Walter Neff,Male
112594,Walter Paisley ,Male
903747,Walter White,Male
257360,Warren Schmidt,Male
97523,Wayne Szalinski,Male
3062976,Wendy ,Female
790721,Wendy ,Female
775529,Wendy Savage,Female
1122770,Wendy Watson ,Female
493464,Wesley Allan Gibson,Male
1907668,Whip Whitaker,Male
1136608,Wikus van de Merwe ,Male
5989218,Will,Male
4574334,Will Byers,Male
278504,Will Dormer ,Male
91474,Will Graham,Male
86336,Will Halloway,Male
119217,Will Hunting,Male
44706,Will Kane,Male
174480,Will Keane,Male
5758778,Will Sawyer,Male
8579674,Will Schofield,Male
310357,Willard Stiles,Male
377749,William ,Male
407362,William Adama ,Male
2663812,William Hartnell ,Male
181875,William Miller,Male
105695,William Munny,Male
82869,William O'Niel ,Male
9206798,William Shakespeare ,Male
138097,William Shakespeare,Male
125439,William Thacker,Male
112573,William Wallace,Male
146838,Willie Beamen ,Male
4335006,Willie Lump Lump ,Unknown
41113,Willie Stark,Male
307987,Willie T. Stokes,Male
96446,Willow Ufgood,Male
488120,Willy Beachum,Male
165854,Wilson ,Male
4048272,Winfried Conradi ,Male
4555426,Winston Churchill,Male
253474,Wladyslaw Szpilman,Male
290334,Wolverine,Male
112913,Wong Chi-ming ,Unknown
120363,Woody,Male
435761,Woody,Male
114709,Woody,Male
486946,Woody Stevens,Unknown
5690360,Wren ,Unknown
295701,Xander Cage ,Male
144286,Xavier Lombard ,Male
8042500,Yorick Brown ,Male
399295,Yuri Orlov ,Male
120587,Z,Male
432373,Z-Bob ,Unknown
5112578,Zach Taylor ,Male
72251,Zachary Garber ,Male
1181917,Zack Martin,Male
84434,Zack Mayo,Male
8267604,Zain,Male
4364194,Zak,Male
115571,Zane Ziminski,Male
110265,Zed,Male
1212436,Zoe ,Female
2416048,Zoey ,Female
